icd_10,Name,Name_DO,symptoms,names_ru,symptoms_ru_no_stat,
I20.8,other forms of angina pectoris,,"['Fever', 'Body Weight', 'Weight Loss', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Paralysis', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Asthenia', 'Overweight', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Ataxia', 'Hyperkinesis', 'Tremor', 'Confusion', 'Syncope', 'Memory Disorders', 'Hallucinations', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscle Spasticity', 'Muscle Hypotonia', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Pain, Intractable', 'Hemiplegia', 'Respiratory Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Hyperesthesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Toothache', 'Constipation', 'Dyspepsia', 'Flatulence', 'Heartburn', 'Vomiting', 'Hematemesis', 'Snoring', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Phantom Limb', 'Spasm', 'Shoulder Pain', 'Flushing', 'Intermittent Claudication', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Pain, Referred', 'Aerophagy', 'Fever', 'Body Weight', 'Weight Loss', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Paralysis', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Asthenia', 'Overweight', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Ataxia', 'Hyperkinesis', 'Tremor', 'Confusion', 'Syncope', 'Memory Disorders', 'Hallucinations', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscle Spasticity', 'Muscle Hypotonia', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Pain, Intractable', 'Hemiplegia', 'Respiratory Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Hyperesthesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Toothache', 'Constipation', 'Dyspepsia', 'Flatulence', 'Heartburn', 'Vomiting', 'Hematemesis', 'Snoring', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Phantom Limb', 'Spasm', 'Shoulder Pain', 'Flushing', 'Intermittent Claudication', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Pain, Referred', 'Aerophagy']",Другие формы стенокардии,,
I20.9,,,"['Fever', 'Body Weight', 'Weight Loss', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Paralysis', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Asthenia', 'Overweight', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Ataxia', 'Hyperkinesis', 'Tremor', 'Confusion', 'Syncope', 'Memory Disorders', 'Hallucinations', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscle Spasticity', 'Muscle Hypotonia', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Pain, Intractable', 'Hemiplegia', 'Respiratory Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Hyperesthesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Toothache', 'Constipation', 'Dyspepsia', 'Flatulence', 'Heartburn', 'Vomiting', 'Hematemesis', 'Snoring', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Phantom Limb', 'Spasm', 'Shoulder Pain', 'Flushing', 'Intermittent Claudication', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Pain, Referred', 'Aerophagy', 'Fever', 'Body Weight', 'Weight Loss', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Paralysis', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Asthenia', 'Overweight', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Ataxia', 'Hyperkinesis', 'Tremor', 'Confusion', 'Syncope', 'Memory Disorders', 'Hallucinations', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscle Spasticity', 'Muscle Hypotonia', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Pain, Intractable', 'Hemiplegia', 'Respiratory Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Hyperesthesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Toothache', 'Constipation', 'Dyspepsia', 'Flatulence', 'Heartburn', 'Vomiting', 'Hematemesis', 'Snoring', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Phantom Limb', 'Spasm', 'Shoulder Pain', 'Flushing', 'Intermittent Claudication', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Pain, Referred', 'Aerophagy', 'Fever', 'Body Weight', 'Weight Loss', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Paralysis', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Asthenia', 'Overweight', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Ataxia', 'Hyperkinesis', 'Tremor', 'Confusion', 'Syncope', 'Memory Disorders', 'Hallucinations', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscle Spasticity', 'Muscle Hypotonia', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Pain, Intractable', 'Hemiplegia', 'Respiratory Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Hyperesthesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Toothache', 'Constipation', 'Dyspepsia', 'Flatulence', 'Heartburn', 'Vomiting', 'Hematemesis', 'Snoring', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Phantom Limb', 'Spasm', 'Shoulder Pain', 'Flushing', 'Intermittent Claudication', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Pain, Referred', 'Aerophagy', 'Fever', 'Body Weight', 'Weight Loss', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Paralysis', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Asthenia', 'Overweight', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Ataxia', 'Hyperkinesis', 'Tremor', 'Confusion', 'Syncope', 'Memory Disorders', 'Hallucinations', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscle Spasticity', 'Muscle Hypotonia', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Pain, Intractable', 'Hemiplegia', 'Respiratory Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Hyperesthesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Toothache', 'Constipation', 'Dyspepsia', 'Flatulence', 'Heartburn', 'Vomiting', 'Hematemesis', 'Snoring', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Phantom Limb', 'Spasm', 'Shoulder Pain', 'Flushing', 'Intermittent Claudication', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Pain, Referred', 'Aerophagy', 'Fever', 'Body Weight', 'Weight Loss', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Obesity', 'Edema', 'Paralysis', 'Sleep Disorders', 'Sleep Deprivation', 'Diarrhea', 'Asthenia', 'Overweight', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Ataxia', 'Hyperkinesis', 'Tremor', 'Confusion', 'Syncope', 'Memory Disorders', 'Hallucinations', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscle Spasticity', 'Muscle Hypotonia', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Pain, Intractable', 'Hemiplegia', 'Respiratory Paralysis', 'Paraparesis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Hyperesthesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Abdomen, Acute', 'Colic', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Toothache', 'Constipation', 'Dyspepsia', 'Flatulence', 'Heartburn', 'Vomiting', 'Hematemesis', 'Snoring', 'Pruritus', 'Purpura, Thrombocytopenic', 'Purpura, Thrombocytopenic, Idiopathic', 'Polyuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Phantom Limb', 'Spasm', 'Shoulder Pain', 'Flushing', 'Intermittent Claudication', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Pain, Referred', 'Aerophagy']",Стенокардия неуточненная,,
I34.0,nonrheumatic mitral (valve) insufficiency,,,Митральная (клапанная) недостаточность,"одышка, отеки, нарушения ритма сердца",
I34.1,,,,Пролапс [пролабирование] митрального клапана,,
I34.2,,,,Неревматический стеноз митрального клапана,"тахикардия, повышенная утомляемость, кашель с примесью крови в мокроте, одышка при физических усилии,  потеря голоса из-за сдавливания возвратного нерва, нарушение ритма сердца по типу мерцательной аритмии и экстрасистолии",
I34.8,,,,Другие неревматические поражения митрального клапана,,
I34.9,,,,Неревматическое поражение митрального клапана неуточненное,"одышка, отеки, нарушения ритма сердца",
I42.0,,,"['Fever', 'Body Weight', 'Weight Loss', 'Muscle Weakness', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Anoxia', 'Apnea', 'Dyspnea', 'Hemoptysis', 'Hypercapnia', 'Hyperventilation', 'Respiratory Sounds', 'Weight Gain', 'Cachexia', 'Obesity', 'Edema', 'Hearing Disorders', 'Hearing Loss, Sensorineural', 'Diarrhea', 'Hyperoxia', 'Obesity, Morbid', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Hypergammaglobulinemia', 'Ataxia', 'Cerebellar Ataxia', 'Chorea', 'Hypokinesia', 'Myoclonus', 'Psychomotor Agitation', 'Delirium', 'Coma', 'Syncope', 'Mental Retardation', 'Muscle Hypotonia', 'Muscular Atrophy', 'Tetany', 'Back Pain', 'Headache', 'Facial Paralysis', 'Ophthalmoplegia', 'Paresis', 'Sensation Disorders', 'Deafness', 'Vision Disorders', 'Blindness', 'Color Vision Defects', 'Abdomen, Acute', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Pain, Postoperative', 'Constipation', 'Vomiting', 'Purpura', 'Spasm', 'Fetal Hypoxia', 'Edema, Cardiac', 'Flushing', 'Syncope, Vasovagal', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Heart Murmurs', 'Mutism', 'Amaurosis Fugax', 'Cheyne-Stokes Respiration', 'Usher Syndromes', 'Fever', 'Body Weight', 'Weight Loss', 'Muscle Weakness', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Anoxia', 'Apnea', 'Dyspnea', 'Hemoptysis', 'Hypercapnia', 'Hyperventilation', 'Respiratory Sounds', 'Weight Gain', 'Cachexia', 'Obesity', 'Edema', 'Hearing Disorders', 'Hearing Loss, Sensorineural', 'Diarrhea', 'Hyperoxia', 'Obesity, Morbid', 'Thinness', 'Cardiac Output, Low', 'Fatigue', 'Hypergammaglobulinemia', 'Ataxia', 'Cerebellar Ataxia', 'Chorea', 'Hypokinesia', 'Myoclonus', 'Psychomotor Agitation', 'Delirium', 'Coma', 'Syncope', 'Mental Retardation', 'Muscle Hypotonia', 'Muscular Atrophy', 'Tetany', 'Back Pain', 'Headache', 'Facial Paralysis', 'Ophthalmoplegia', 'Paresis', 'Sensation Disorders', 'Deafness', 'Vision Disorders', 'Blindness', 'Color Vision Defects', 'Abdomen, Acute', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Pain, Postoperative', 'Constipation', 'Vomiting', 'Purpura', 'Spasm', 'Fetal Hypoxia', 'Edema, Cardiac', 'Flushing', 'Syncope, Vasovagal', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Cardiac Output, High', 'Heart Murmurs', 'Mutism', 'Amaurosis Fugax', 'Cheyne-Stokes Respiration', 'Usher Syndromes']",Дилатационная кардиомиопатия,,
I42.1,obstructive hypertrophic cardiomyopathy,,"['Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Cyanosis', 'Muscle Weakness', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Cough', 'Dyspnea', 'Hyperventilation', 'Respiratory Sounds', 'Proteinuria', 'Cachexia', 'Obesity', 'Edema', 'Hearing Loss, Sensorineural', 'Diarrhea', 'Fetal Macrosomia', 'Obesity, Morbid', 'Cardiac Output, Low', 'Hydrops Fetalis', 'Fatigue', 'Fetal Distress', 'Hypergammaglobulinemia', 'Myoclonus', 'Aphasia', 'Confusion', 'Unconsciousness', 'Syncope', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia', 'Muscular Atrophy', 'Pain', 'Headache', 'Pain, Intractable', 'Facial Paralysis', 'Hemiplegia', 'Ophthalmoplegia', 'Dizziness', 'Deafness', 'Hearing Loss, Bilateral', 'Vision Disorders', 'Vertigo', 'Hoarseness', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Constipation', 'Vomiting', 'Hematemesis', 'Neurologic Manifestations', 'Fetal Hypoxia', 'Flushing', 'Syncope, Vasovagal', 'Angina Pectoris, Variant', 'Dyspnea, Paroxysmal', 'Heart Murmurs', 'Amaurosis Fugax', 'Cheyne-Stokes Respiration', 'Systolic Murmurs', 'Body Weight', 'Weight Loss', 'Dyspnea', 'Obesity', 'Cardiac Output, Low', 'Syncope', 'Muscle Hypotonia', 'Chest Pain', 'Angina Pectoris', 'Syncope, Vasovagal', 'Heart Murmurs']",Обструктивная гипертрофическая кардиомиопатия,,
I42.2,other hypertrophic cardiomyopathy,,,Другая гипертрофическая кардиомиопатия,,
I42.3,endomyocardial (eosinophilic) disease,Loeffler endocarditis,,Эндомиокардиальная (эозинофильная) болезнь,,
I42.4,endocardial fibroelastosis,endocardial fibroelastosis,,Эндокардиальный фиброэластоз,"тахикардия, повышенная утомляемость, кашель с примесью крови в мокроте, потеря голоса из-за сдавливания возвратного нерва",
I42.5,other restrictive cardiomyopathy,restrictive cardiomyopathy,,Другая рестриктивная кардиомиопатия,,
I42.6,alcoholic cardiomyopathy,alcoholic cardiomyopathy,,Алкогольная кардиомиопатия,,
I42.7,cardiomyopathy due to drug and external agent,,,"Кардиомиопатия, обусловл. возд. лекарств. средств и др. внешних факторов",,
I42.8,other cardiomyopathies,catecholaminergic polymorphic ventricular tachycardia 1,,Другие кардиомиопатии,,
I42.9,,,"['Aging, Premature', 'Fever', 'Body Weight', 'Birth Weight', 'Weight Loss', 'Cyanosis', 'Muscle Weakness', 'Reflex, Abnormal', 'Seizures', 'Abdominal Pain', 'Nausea', 'Anoxia', 'Apnea', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hypercapnia', 'Hyperventilation', 'Respiratory Aspiration', 'Proteinuria', 'Weight Gain', 'Cachexia', 'Obesity', 'Edema', 'Paralysis', 'Hearing Loss, Sensorineural', 'Oral Manifestations', 'Diarrhea', 'Hyperoxia', 'Asthenia', 'Obesity, Morbid', 'Cardiac Output, Low', 'Hydrops Fetalis', 'Fatigue', 'Hypergammaglobulinemia', 'Dyskinesias', 'Ataxia', 'Cerebellar Ataxia', 'Chorea', 'Dystonia', 'Hyperkinesis', 'Hypokinesia', 'Myoclonus', 'Tremor', 'Learning Disorders', 'Confusion', 'Unconsciousness', 'Coma', 'Syncope', 'Memory Disorders', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Hypotonia', 'Muscular Atrophy', 'Myotonia', 'Pain', 'Headache', 'Facial Paralysis', 'Hemiplegia', 'Ophthalmoplegia', 'Ophthalmoplegia, Chronic Progressive External', 'Paraplegia', 'Respiratory Paralysis', 'Psychophysiologic Disorders', 'Dizziness', 'Deafness', 'Vision Disorders', 'Blindness', 'Color Vision Defects', 'Diplopia', 'Vertigo', 'Abdomen, Acute', 'Chest Pain', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Angina, Unstable', 'Pain, Postoperative', 'Bulimia', 'Vomiting', 'Hematemesis', 'Ecchymosis', 'Jaundice', 'Purpura', 'Purpura, Schoenlein-Henoch', 'Purpura, Thrombocytopenic', 'Purpura, Thrombotic Thrombocytopenic', 'Albuminuria', 'Hemoglobinuria', 'Neurologic Manifestations', 'Spasm', 'Fetal Hypoxia', 'Edema, Cardiac', 'Intermittent Claudication', 'Syncope, Vasovagal', 'Scotoma', 'Angina Pectoris, Variant', 'Vomiting, Anticipatory', 'Dyspnea, Paroxysmal', 'Cafe-au-Lait Spots', 'Cardiac Output, High', 'Eye Manifestations', 'Heart Murmurs', 'Oliguria', 'Mutism', 'Decerebrate State', 'Apraxia, Ideomotor']",Кардиомиопатия неуточненная,,
